bsxUhNgetKI\tSick snake\thttps://www.youtube.com/watch?v=bsxUhNgetKI\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=bsxUhNgetKI\tSick snake\thttps://www.youtube.com/watch?v=bsxUhNgetKI\tFrank Cuesta - Santuario Libertad - Videos\tNA		
VSy9ghMOMU8\tTarantula me muerde\thttps://www.youtube.com/watch?v=VSy9ghMOMU8\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=VSy9ghMOMU8\tTarantula me muerde\thttps://www.youtube.com/watch?v=VSy9ghMOMU8\tFrank Cuesta - Santuario Libertad - Videos\tNA		
-5_ijGIBYkg\t2 animales INCREIBLES!!!!!!!\thttps://www.youtube.com/watch?v=-5_ijGIBYkg\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=-5_ijGIBYkg\t2 animales INCREIBLES!!!!!!!\thttps://www.youtube.com/watch?v=-5_ijGIBYkg\tFrank Cuesta - Santuario Libertad - Videos\tNA		
Ao2oBG6gYKY\tCambios notables a la vista\thttps://www.youtube.com/watch?v=Ao2oBG6gYKY\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=Ao2oBG6gYKY\tCambios notables a la vista\thttps://www.youtube.com/watch?v=Ao2oBG6gYKY\tFrank Cuesta - Santuario Libertad - Videos\tNA		
lF7O6gr4-as\tSerpiente me come un huevo\thttps://www.youtube.com/watch?v=lF7O6gr4-as\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=lF7O6gr4-as\tSerpiente me come un huevo\thttps://www.youtube.com/watch?v=lF7O6gr4-as\tFrank Cuesta - Santuario Libertad - Videos\tNA		
tx-wS2EiN4c\tJordi aparece antes de una lluvia brutal...\thttps://www.youtube.com/watch?v=tx-wS2EiN4c\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=tx-wS2EiN4c\tJordi aparece antes de una lluvia brutal...\thttps://www.youtube.com/watch?v=tx-wS2EiN4c\tFrank Cuesta - Santuario Libertad - Videos\tNA		
6A6lFjJGhWs\tCUIDADO!!! Avestruces\thttps://www.youtube.com/watch?v=6A6lFjJGhWs\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=6A6lFjJGhWs\tCUIDADO!!! Avestruces\thttps://www.youtube.com/watch?v=6A6lFjJGhWs\tFrank Cuesta - Santuario Libertad - Videos\tNA		
DY3ar5YArMg\tY si me muerde? ....me como un helado y luego miro a los patos mientras un fulgencio me saluda\thttps://www.youtube.com/watch?v=DY3ar5YArMg\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=DY3ar5YArMg\tY si me muerde? ....me como un helado y luego miro a los patos mientras un fulgencio me saluda\thttps://www.youtube.com/watch?v=DY3ar5YArMg\tFrank Cuesta - Santuario Libertad - Videos\tNA		
xBTZYVNLODg\tMenos mal que tenia el coche cerca (vibora Malaya)\thttps://www.youtube.com/watch?v=xBTZYVNLODg\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=xBTZYVNLODg\tMenos mal que tenia el coche cerca (vibora Malaya)\thttps://www.youtube.com/watch?v=xBTZYVNLODg\tFrank Cuesta - Santuario Libertad - Videos\tNA		
MgnYz_wqcHQ\tI'm going to the pirindoleo fair...and I'm getting on the witch's train.\thttps://www.youtube.com/watch?v=MgnYz_wqcHQ\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=MgnYz_wqcHQ\tI'm going to the pirindoleo fair...and I'm getting on the witch's train.\thttps://www.youtube.com/watch?v=MgnYz_wqcHQ\tFrank Cuesta - Santuario Libertad - Videos\tNA		
oVJ09JbQS5k\tSalvo una King cobra de una muerte segura\thttps://www.youtube.com/watch?v=oVJ09JbQS5k\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=oVJ09JbQS5k\tSalvo una King cobra de una muerte segura\thttps://www.youtube.com/watch?v=oVJ09JbQS5k\tFrank Cuesta - Santuario Libertad - Videos\tNA		
p0QpU7F_Uxk\tLa realidad debe conocerse. Miren descripcion del video\thttps://www.youtube.com/watch?v=p0QpU7F_Uxk\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=p0QpU7F_Uxk\tLa realidad debe conocerse. Miren descripcion del video\thttps://www.youtube.com/watch?v=p0QpU7F_Uxk\tFrank Cuesta - Santuario Libertad - Videos\tNA		
eDgjQozJ1iI\tQue gran semana en el santuario...(video en abierto para todos)\thttps://www.youtube.com/watch?v=eDgjQozJ1iI\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=eDgjQozJ1iI\tQue gran semana en el santuario...(video en abierto para todos)\thttps://www.youtube.com/watch?v=eDgjQozJ1iI\tFrank Cuesta - Santuario Libertad - Videos\tNA		
oH0lJlFEJ4k\tGrefg conoce a Fufus\thttps://www.youtube.com/watch?v=oH0lJlFEJ4k\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=oH0lJlFEJ4k\tGrefg conoce a Fufus\thttps://www.youtube.com/watch?v=oH0lJlFEJ4k\tFrank Cuesta - Santuario Libertad - Videos\tNA		
yyK8dnc0qqA\tGemita conoce a Gemita\thttps://www.youtube.com/watch?v=yyK8dnc0qqA\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=yyK8dnc0qqA\tGemita conoce a Gemita\thttps://www.youtube.com/watch?v=yyK8dnc0qqA\tFrank Cuesta - Santuario Libertad - Videos\tNA		
Ezv3hahANbo\tQue gran semana\thttps://www.youtube.com/watch?v=Ezv3hahANbo\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=Ezv3hahANbo\tQue gran semana\thttps://www.youtube.com/watch?v=Ezv3hahANbo\tFrank Cuesta - Santuario Libertad - Videos\tNA		
emUqkHxP9QA\tRubius...te odio\thttps://www.youtube.com/watch?v=emUqkHxP9QA\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=emUqkHxP9QA\tRubius...te odio\thttps://www.youtube.com/watch?v=emUqkHxP9QA\tFrank Cuesta - Santuario Libertad - Videos\tNA		
G-c7aFxpbl8\t40 minutazos en el santuario(video abierto)\thttps://www.youtube.com/watch?v=G-c7aFxpbl8\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=G-c7aFxpbl8\t40 minutazos en el santuario(video abierto)\thttps://www.youtube.com/watch?v=G-c7aFxpbl8\tFrank Cuesta - Santuario Libertad - Videos\tNA		
CuHqtAHiPsg\tConcurso y resumen de la semana\thttps://www.youtube.com/watch?v=CuHqtAHiPsg\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=CuHqtAHiPsg\tConcurso y resumen de la semana\thttps://www.youtube.com/watch?v=CuHqtAHiPsg\tFrank Cuesta - Santuario Libertad - Videos\tNA		
YSra5IKd8J4\texplicacion\thttps://www.youtube.com/watch?v=YSra5IKd8J4\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=YSra5IKd8J4\texplicacion\thttps://www.youtube.com/watch?v=YSra5IKd8J4\tFrank Cuesta - Santuario Libertad - Videos\tNA		
CwT7SIQG39E\tLiberamos los ciervos mas pequeños del mundo y mas cosas\thttps://www.youtube.com/watch?v=CwT7SIQG39E\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=CwT7SIQG39E\tLiberamos los ciervos mas pequeños del mundo y mas cosas\thttps://www.youtube.com/watch?v=CwT7SIQG39E\tFrank Cuesta - Santuario Libertad - Videos\tNA		
B9D-hoH-DKg\tResumen de la semana (video en abierto para todo el mundo)\thttps://www.youtube.com/watch?v=B9D-hoH-DKg\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=B9D-hoH-DKg\tResumen de la semana (video en abierto para todo el mundo)\thttps://www.youtube.com/watch?v=B9D-hoH-DKg\tFrank Cuesta - Santuario Libertad - Videos\tNA		
VHagCnzRCKU\tRoma, jamoncio, emusina...\thttps://www.youtube.com/watch?v=VHagCnzRCKU\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=VHagCnzRCKU\tRoma, jamoncio, emusina...\thttps://www.youtube.com/watch?v=VHagCnzRCKU\tFrank Cuesta - Santuario Libertad - Videos\tNA		
t3K20mw4aEg\tUltimo video en youtube (abierto)\thttps://www.youtube.com/watch?v=t3K20mw4aEg\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=t3K20mw4aEg\tUltimo video en youtube (abierto)\thttps://www.youtube.com/watch?v=t3K20mw4aEg\tFrank Cuesta - Santuario Libertad - Videos\tNA		
JAg3ghzpL2c\tUNA SERPIENTE ROJA PRECIOSA\thttps://www.youtube.com/watch?v=JAg3ghzpL2c\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=JAg3ghzpL2c\tUNA SERPIENTE ROJA PRECIOSA\thttps://www.youtube.com/watch?v=JAg3ghzpL2c\tFrank Cuesta - Santuario Libertad - Videos\tNA		
_jmQne3hE6w\tMaravilla de la naturaleza\thttps://www.youtube.com/watch?v=_jmQne3hE6w\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=_jmQne3hE6w\tMaravilla de la naturaleza\thttps://www.youtube.com/watch?v=_jmQne3hE6w\tFrank Cuesta - Santuario Libertad - Videos\tNA		
1V33cRHZJhc\tJavi Oliveira y el Tio Shur apadrinan suricatas\thttps://www.youtube.com/watch?v=1V33cRHZJhc\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=1V33cRHZJhc\tJavi Oliveira y el Tio Shur apadrinan suricatas\thttps://www.youtube.com/watch?v=1V33cRHZJhc\tFrank Cuesta - Santuario Libertad - Videos\tNA		
iaM0qaz4DM8\tLa lluvia es vida\thttps://www.youtube.com/watch?v=iaM0qaz4DM8\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=iaM0qaz4DM8\tLa lluvia es vida\thttps://www.youtube.com/watch?v=iaM0qaz4DM8\tFrank Cuesta - Santuario Libertad - Videos\tNA		
xjYP3Amk1SI\tLa libertad es vida...\thttps://www.youtube.com/watch?v=xjYP3Amk1SI\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=xjYP3Amk1SI\tLa libertad es vida...\thttps://www.youtube.com/watch?v=xjYP3Amk1SI\tFrank Cuesta - Santuario Libertad - Videos\tNA		
enMlvkOJ0kg\tMangos, cuernos y rescates\thttps://www.youtube.com/watch?v=enMlvkOJ0kg\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=enMlvkOJ0kg\tMangos, cuernos y rescates\thttps://www.youtube.com/watch?v=enMlvkOJ0kg\tFrank Cuesta - Santuario Libertad - Videos\tNA		
mNPNBH7mlfY\tPescadores tailandeses y restaurante de lujo\thttps://www.youtube.com/watch?v=mNPNBH7mlfY\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=mNPNBH7mlfY\tPescadores tailandeses y restaurante de lujo\thttps://www.youtube.com/watch?v=mNPNBH7mlfY\tFrank Cuesta - Santuario Libertad - Videos\tNA		
WNo__AYWpt0\tLOCURA!!!!!!\thttps://www.youtube.com/watch?v=WNo__AYWpt0\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=WNo__AYWpt0\tLOCURA!!!!!!\thttps://www.youtube.com/watch?v=WNo__AYWpt0\tFrank Cuesta - Santuario Libertad - Videos\tNA		
x-UwEYIM9FY\tMe la juego en un mercado...\thttps://www.youtube.com/watch?v=x-UwEYIM9FY\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=x-UwEYIM9FY\tMe la juego en un mercado...\thttps://www.youtube.com/watch?v=x-UwEYIM9FY\tFrank Cuesta - Santuario Libertad - Videos\tNA		
7sjNfKrdBYA\tHemos rescatado a Mangolio\thttps://www.youtube.com/watch?v=7sjNfKrdBYA\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=7sjNfKrdBYA\tHemos rescatado a Mangolio\thttps://www.youtube.com/watch?v=7sjNfKrdBYA\tFrank Cuesta - Santuario Libertad - Videos\tNA		
5PiMmjSzyvE\tEl lobo en España\thttps://www.youtube.com/watch?v=5PiMmjSzyvE\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=5PiMmjSzyvE\tEl lobo en España\thttps://www.youtube.com/watch?v=5PiMmjSzyvE\tFrank Cuesta - Santuario Libertad - Videos\tNA		
JwPdR_3Ro7o\tSoy un desgraciao\thttps://www.youtube.com/watch?v=JwPdR_3Ro7o\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=JwPdR_3Ro7o\tSoy un desgraciao\thttps://www.youtube.com/watch?v=JwPdR_3Ro7o\tFrank Cuesta - Santuario Libertad - Videos\tNA		
FT1wiNTPAVU\tUn paseito por el santuario\thttps://www.youtube.com/watch?v=FT1wiNTPAVU\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=FT1wiNTPAVU\tUn paseito por el santuario\thttps://www.youtube.com/watch?v=FT1wiNTPAVU\tFrank Cuesta - Santuario Libertad - Videos\tNA		
GyB8_hybr-M\tEsto es INCREIBLE\thttps://www.youtube.com/watch?v=GyB8_hybr-M\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=GyB8_hybr-M\tEsto es INCREIBLE\thttps://www.youtube.com/watch?v=GyB8_hybr-M\tFrank Cuesta - Santuario Libertad - Videos\tNA		
pZ0fEiia3kc\tLlegan pichurriquitos\thttps://www.youtube.com/watch?v=pZ0fEiia3kc\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=pZ0fEiia3kc\tLlegan pichurriquitos\thttps://www.youtube.com/watch?v=pZ0fEiia3kc\tFrank Cuesta - Santuario Libertad - Videos\tNA		
R-wrAFoVS6A\tMe han agredido brutalmente\thttps://www.youtube.com/watch?v=R-wrAFoVS6A\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=R-wrAFoVS6A\tMe han agredido brutalmente\thttps://www.youtube.com/watch?v=R-wrAFoVS6A\tFrank Cuesta - Santuario Libertad - Videos\tNA		
GiPyDElVC8Y\tAprendiendo a volar\thttps://www.youtube.com/watch?v=GiPyDElVC8Y\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=GiPyDElVC8Y\tAprendiendo a volar\thttps://www.youtube.com/watch?v=GiPyDElVC8Y\tFrank Cuesta - Santuario Libertad - Videos\tNA		
_6AJF8dFFVE\tCONCURSO CON PREMIOS\thttps://www.youtube.com/watch?v=_6AJF8dFFVE\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=_6AJF8dFFVE\tCONCURSO CON PREMIOS\thttps://www.youtube.com/watch?v=_6AJF8dFFVE\tFrank Cuesta - Santuario Libertad - Videos\tNA		
LqRGd9iu-EY\tVideo con final feliz...como el masaje\thttps://www.youtube.com/watch?v=LqRGd9iu-EY\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=LqRGd9iu-EY\tVideo con final feliz...como el masaje\thttps://www.youtube.com/watch?v=LqRGd9iu-EY\tFrank Cuesta - Santuario Libertad - Videos\tNA		
SnlPmRaf9ss\tQue bonitos los patitos\thttps://www.youtube.com/watch?v=SnlPmRaf9ss\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=SnlPmRaf9ss\tQue bonitos los patitos\thttps://www.youtube.com/watch?v=SnlPmRaf9ss\tFrank Cuesta - Santuario Libertad - Videos\tNA		
rFUyQ8av8GE\tLlegan 3 piquichurriquines al santuario\thttps://www.youtube.com/watch?v=rFUyQ8av8GE\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=rFUyQ8av8GE\tLlegan 3 piquichurriquines al santuario\thttps://www.youtube.com/watch?v=rFUyQ8av8GE\tFrank Cuesta - Santuario Libertad - Videos\tNA		
_igqtfqbORI\tPrimer animal que sera apadrinado\thttps://www.youtube.com/watch?v=_igqtfqbORI\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=_igqtfqbORI\tPrimer animal que sera apadrinado\thttps://www.youtube.com/watch?v=_igqtfqbORI\tFrank Cuesta - Santuario Libertad - Videos\tNA		
KvrXNk8_pPs\tLos 12 youtubers y streamers confirmados\thttps://www.youtube.com/watch?v=KvrXNk8_pPs\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=KvrXNk8_pPs\tLos 12 youtubers y streamers confirmados\thttps://www.youtube.com/watch?v=KvrXNk8_pPs\tFrank Cuesta - Santuario Libertad - Videos\tNA		
I4vK_-zDBYw\t20 minutazos de video para mostrar una bicha\thttps://www.youtube.com/watch?v=I4vK_-zDBYw\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=I4vK_-zDBYw\t20 minutazos de video para mostrar una bicha\thttps://www.youtube.com/watch?v=I4vK_-zDBYw\tFrank Cuesta - Santuario Libertad - Videos\tNA		
rtLDIAICfho\tSe me ha ocurrido otra locura\thttps://www.youtube.com/watch?v=rtLDIAICfho\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=rtLDIAICfho\tSe me ha ocurrido otra locura\thttps://www.youtube.com/watch?v=rtLDIAICfho\tFrank Cuesta - Santuario Libertad - Videos\tNA		
mLyjne5JAO8\tEl dia del deporte en el santuario\thttps://www.youtube.com/watch?v=mLyjne5JAO8\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=mLyjne5JAO8\tEl dia del deporte en el santuario\thttps://www.youtube.com/watch?v=mLyjne5JAO8\tFrank Cuesta - Santuario Libertad - Videos\tNA		
Fakegf3ECcU\tESPECTACULAR!!!!! No te lo pierdas\thttps://www.youtube.com/watch?v=Fakegf3ECcU\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=Fakegf3ECcU\tESPECTACULAR!!!!! No te lo pierdas\thttps://www.youtube.com/watch?v=Fakegf3ECcU\tFrank Cuesta - Santuario Libertad - Videos\tNA		
BCua-2AkkCM\tMe he roto la espalda hoy\thttps://www.youtube.com/watch?v=BCua-2AkkCM\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=BCua-2AkkCM\tMe he roto la espalda hoy\thttps://www.youtube.com/watch?v=BCua-2AkkCM\tFrank Cuesta - Santuario Libertad - Videos\tNA		
OEux9cSpEFI\tMe lo como toooooooo\thttps://www.youtube.com/watch?v=OEux9cSpEFI\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=OEux9cSpEFI\tMe lo como toooooooo\thttps://www.youtube.com/watch?v=OEux9cSpEFI\tFrank Cuesta - Santuario Libertad - Videos\tNA		
ROU9Ay5RpeY\tAqui siempre pasa algo.....\thttps://www.youtube.com/watch?v=ROU9Ay5RpeY\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=ROU9Ay5RpeY\tAqui siempre pasa algo.....\thttps://www.youtube.com/watch?v=ROU9Ay5RpeY\tFrank Cuesta - Santuario Libertad - Videos\tNA		
eCTpZ8ND5n8\tHoy...BRICO SANTUARIO\thttps://www.youtube.com/watch?v=eCTpZ8ND5n8\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=eCTpZ8ND5n8\tHoy...BRICO SANTUARIO\thttps://www.youtube.com/watch?v=eCTpZ8ND5n8\tFrank Cuesta - Santuario Libertad - Videos\tNA		
2Vu1X4vOyYk\tLlegan dos mini hipopotamos\thttps://www.youtube.com/watch?v=2Vu1X4vOyYk\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=2Vu1X4vOyYk\tLlegan dos mini hipopotamos\thttps://www.youtube.com/watch?v=2Vu1X4vOyYk\tFrank Cuesta - Santuario Libertad - Videos\tNA		
2qC6xSdEa9I\tY la vibora...se fue :-)\thttps://www.youtube.com/watch?v=2qC6xSdEa9I\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=2qC6xSdEa9I\tY la vibora...se fue :-)\thttps://www.youtube.com/watch?v=2qC6xSdEa9I\tFrank Cuesta - Santuario Libertad - Videos\tNA		
8XyWCe6Fetg\tLa vibora y el fuego (bomberos)\thttps://www.youtube.com/watch?v=8XyWCe6Fetg\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=8XyWCe6Fetg\tLa vibora y el fuego (bomberos)\thttps://www.youtube.com/watch?v=8XyWCe6Fetg\tFrank Cuesta - Santuario Libertad - Videos\tNA		
LjVHJgVWgWg\tVibora me muerde en directo\thttps://www.youtube.com/watch?v=LjVHJgVWgWg\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=LjVHJgVWgWg\tVibora me muerde en directo\thttps://www.youtube.com/watch?v=LjVHJgVWgWg\tFrank Cuesta - Santuario Libertad - Videos\tNA		
1RJQ6PZIxwY\tPerrito VS Emu... Pierde Perrito\thttps://www.youtube.com/watch?v=1RJQ6PZIxwY\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=1RJQ6PZIxwY\tPerrito VS Emu... Pierde Perrito\thttps://www.youtube.com/watch?v=1RJQ6PZIxwY\tFrank Cuesta - Santuario Libertad - Videos\tNA		
ULEszSiZGvY\tCobra peligrosa en casa\thttps://www.youtube.com/watch?v=ULEszSiZGvY\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=ULEszSiZGvY\tCobra peligrosa en casa\thttps://www.youtube.com/watch?v=ULEszSiZGvY\tFrank Cuesta - Santuario Libertad - Videos\tNA		
tqXcMkdbDqg\tUna lorita, un gilipoa y el spa mas caro del mundo\thttps://www.youtube.com/watch?v=tqXcMkdbDqg\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=tqXcMkdbDqg\tUna lorita, un gilipoa y el spa mas caro del mundo\thttps://www.youtube.com/watch?v=tqXcMkdbDqg\tFrank Cuesta - Santuario Libertad - Videos\tNA		
lFzqnCZmtEg\tPor cosas como estas...merece la pena todo lo que hago\thttps://www.youtube.com/watch?v=lFzqnCZmtEg\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=lFzqnCZmtEg\tPor cosas como estas...merece la pena todo lo que hago\thttps://www.youtube.com/watch?v=lFzqnCZmtEg\tFrank Cuesta - Santuario Libertad - Videos\tNA		
s88msgmEdGw\tUna preciosidad aparece en mi vida....\thttps://www.youtube.com/watch?v=s88msgmEdGw\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=s88msgmEdGw\tUna preciosidad aparece en mi vida....\thttps://www.youtube.com/watch?v=s88msgmEdGw\tFrank Cuesta - Santuario Libertad - Videos\tNA		
nS_YFkEYuko\tSalchichon ataca a Yuyee\thttps://www.youtube.com/watch?v=nS_YFkEYuko\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=nS_YFkEYuko\tSalchichon ataca a Yuyee\thttps://www.youtube.com/watch?v=nS_YFkEYuko\tFrank Cuesta - Santuario Libertad - Videos\tNA		
syRqcDPn1cc\tChispas aterroriza a los emus\thttps://www.youtube.com/watch?v=syRqcDPn1cc\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=syRqcDPn1cc\tChispas aterroriza a los emus\thttps://www.youtube.com/watch?v=syRqcDPn1cc\tFrank Cuesta - Santuario Libertad - Videos\tNA		
N7lZxHS4jug\tIguanas, geckos y serpientes.....\thttps://www.youtube.com/watch?v=N7lZxHS4jug\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=N7lZxHS4jug\tIguanas, geckos y serpientes.....\thttps://www.youtube.com/watch?v=N7lZxHS4jug\tFrank Cuesta - Santuario Libertad - Videos\tNA		
3twP9gLGlFk\tDjokovic en Australia…o mejor dicho: un Gilpo&$##las en australia\thttps://www.youtube.com/watch?v=3twP9gLGlFk\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=3twP9gLGlFk\tDjokovic en Australia…o mejor dicho: un Gilpo&$##las en australia\thttps://www.youtube.com/watch?v=3twP9gLGlFk\tFrank Cuesta - Santuario Libertad - Videos\tNA		
dlyoXz-1QYE\tChispas marcando territorio\thttps://www.youtube.com/watch?v=dlyoXz-1QYE\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=dlyoXz-1QYE\tChispas marcando territorio\thttps://www.youtube.com/watch?v=dlyoXz-1QYE\tFrank Cuesta - Santuario Libertad - Videos\tNA		
8hRMRF_euEk\tDe wild Frank...a desgraciao Frank\thttps://www.youtube.com/watch?v=8hRMRF_euEk\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=8hRMRF_euEk\tDe wild Frank...a desgraciao Frank\thttps://www.youtube.com/watch?v=8hRMRF_euEk\tFrank Cuesta - Santuario Libertad - Videos\tNA		
UoJUvtE_Fmg\tLo que nunca visteis....mas dificil todavia\thttps://www.youtube.com/watch?v=UoJUvtE_Fmg\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=UoJUvtE_Fmg\tLo que nunca visteis....mas dificil todavia\thttps://www.youtube.com/watch?v=UoJUvtE_Fmg\tFrank Cuesta - Santuario Libertad - Videos\tNA		
pKRJCGk5Mgc\tTengo un perro pintor\thttps://www.youtube.com/watch?v=pKRJCGk5Mgc\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=pKRJCGk5Mgc\tTengo un perro pintor\thttps://www.youtube.com/watch?v=pKRJCGk5Mgc\tFrank Cuesta - Santuario Libertad - Videos\tNA		
0t4isP_pq0o\tSerpiente muerde a Paloma\thttps://www.youtube.com/watch?v=0t4isP_pq0o\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=0t4isP_pq0o\tSerpiente muerde a Paloma\thttps://www.youtube.com/watch?v=0t4isP_pq0o\tFrank Cuesta - Santuario Libertad - Videos\tNA		
MrO21yw7sUs\tNochevieja en Tailandia\thttps://www.youtube.com/watch?v=MrO21yw7sUs\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=MrO21yw7sUs\tNochevieja en Tailandia\thttps://www.youtube.com/watch?v=MrO21yw7sUs\tFrank Cuesta - Santuario Libertad - Videos\tNA		
83VFxkMEorM\tLa roja, el verde, las locas, el perro y los raqueteros\thttps://www.youtube.com/watch?v=83VFxkMEorM\tFrank Cuesta - Santuario Libertad - Videos\tNA		https://www.youtube.com/watch?v=83VFxkMEorM\tLa roja, el verde, las locas, el perro y los raqueteros\thttps://www.youtube.com/watch?v=83VFxkMEorM\tFrank Cuesta - Santuario Libertad - Videos\tNA		
